NOC,Sport,First_Year
BUL,Rugby,Never
BUL,Lacrosse,Never
BUL,Polo,Never
BUL,Cricket,Never
BUL,Ice Hockey,Never
BUL,Racquets,Never
BUL,Motorboating,Never
BUL,Croquet,Never
BUL,Figure Skating,Never
BUL,Jeu De Paume,Never
BUL,Roque,Never
BUL,Basque Pelota,Never
BUL,Alpinism,Never
BUL,Aeronautics,Never
BUL,Cycling Road,Never
BUL,Artistic Gymnastics,Never
BUL,Karate,2020.0
BUL,Baseball/Softball,Never
BUL,Trampoline Gymnastics,Never
BUL,Marathon Swimming,Never
BUL,Canoe Slalom,Never
BUL,Surfing,Never
BUL,Canoe Sprint,Never
BUL,Cycling BMX Racing,Never
BUL,Equestrian,Never
BUL,Artistic Swimming,Never
BUL,Cycling Track,Never
BUL,Skateboarding,Never
BUL,Cycling Mountain Bike,Never
BUL,3x3 Basketball,Never
BUL,Cycling BMX Freestyle,Never
BUL,Sport Climbing,Never
BUL,"Marathon Swimming, Swimming",Never
BUL,Breaking,Never
BUL,"Cycling Road, Cycling Track",Never
BUL,"Cycling Road, Cycling Mountain Bike",Never
BUL,"Cycling Road, Triathlon",Never
BUL,"3x3 Basketball, Basketball",Never
ITA,Basketball,1980.0
ITA,Judo,1976.0
ITA,Football,1928.0
ITA,Tug-Of-War,Never
ITA,Athletics,1908.0
ITA,Swimming,1972.0
ITA,Badminton,Never
ITA,Sailing,1936.0
ITA,Gymnastics,1906.0
ITA,Art Competitions,1912.0
ITA,Handball,Never
ITA,Weightlifting,1906.0
ITA,Wrestling,1908.0
ITA,Water Polo,1948.0
ITA,Hockey,Never
ITA,Rowing,1906.0
ITA,Fencing,1900.0
ITA,Equestrianism,1900.0
ITA,Shooting,1906.0
ITA,Boxing,1920.0
ITA,Taekwondo,2008.0
ITA,Cycling,1900.0
ITA,Diving,1964.0
ITA,Canoeing,1960.0
ITA,Tennis,1924.0
ITA,Modern Pentathlon,1936.0
ITA,Golf,Never
ITA,Softball,Never
ITA,Archery,1976.0
ITA,Volleyball,1984.0
ITA,Synchronized Swimming,Never
ITA,Table Tennis,Never
ITA,Baseball,Never
ITA,Rhythmic Gymnastics,2004.0
ITA,Rugby Sevens,Never
ITA,Trampolining,Never
ITA,Beach Volleyball,2016.0
ITA,Triathlon,Never
ITA,Rugby,Never
ITA,Lacrosse,Never
ITA,Polo,Never
ITA,Cricket,Never
ITA,Ice Hockey,Never
ITA,Racquets,Never
ITA,Motorboating,Never
ITA,Croquet,Never
ITA,Figure Skating,Never
ITA,Jeu De Paume,Never
ITA,Roque,Never
ITA,Basque Pelota,Never
ITA,Alpinism,Never
ITA,Aeronautics,Never
ITA,Cycling Road,2020.0
ITA,Artistic Gymnastics,2020.0
ITA,Karate,2020.0
ITA,Baseball/Softball,Never
ITA,Trampoline Gymnastics,Never
ITA,Marathon Swimming,2020.0
ITA,Canoe Slalom,2024.0
ITA,Surfing,Never
ITA,Canoe Sprint,2020.0
ITA,Cycling BMX Racing,Never
ITA,Equestrian,Never
ITA,Artistic Swimming,Never
ITA,Cycling Track,2020.0
ITA,Skateboarding,Never
ITA,Cycling Mountain Bike,Never
ITA,3x3 Basketball,Never
ITA,Cycling BMX Freestyle,Never
ITA,Sport Climbing,Never
ITA,"Marathon Swimming, Swimming",Never
ITA,Breaking,Never
ITA,"Cycling Road, Cycling Track",Never
ITA,"Cycling Road, Cycling Mountain Bike",Never
ITA,"Cycling Road, Triathlon",Never
ITA,"3x3 Basketball, Basketball",Never
CHA,Basketball,Never
CHA,Judo,Never
CHA,Football,Never
CHA,Tug-Of-War,Never
CHA,Athletics,Never
CHA,Swimming,Never
CHA,Badminton,Never
CHA,Sailing,Never
CHA,Gymnastics,Never
CHA,Art Competitions,Never
CHA,Handball,Never
CHA,Weightlifting,Never
CHA,Wrestling,Never
CHA,Water Polo,Never
CHA,Hockey,Never
CHA,Rowing,Never
CHA,Fencing,Never
CHA,Equestrianism,Never
CHA,Shooting,Never
CHA,Boxing,Never
CHA,Taekwondo,Never
CHA,Cycling,Never
CHA,Diving,Never
CHA,Canoeing,Never
CHA,Tennis,Never
CHA,Modern Pentathlon,Never
CHA,Golf,Never
CHA,Softball,Never
CHA,Archery,Never
CHA,Volleyball,Never
CHA,Synchronized Swimming,Never
CHA,Table Tennis,Never
CHA,Baseball,Never
CHA,Rhythmic Gymnastics,Never
CHA,Rugby Sevens,Never
CHA,Trampolining,Never
CHA,Beach Volleyball,Never
CHA,Triathlon,Never
CHA,Rugby,Never
CHA,Lacrosse,Never
CHA,Polo,Never
CHA,Cricket,Never
CHA,Ice Hockey,Never
CHA,Racquets,Never
CHA,Motorboating,Never
CHA,Croquet,Never
CHA,Figure Skating,Never
CHA,Jeu De Paume,Never
CHA,Roque,Never
CHA,Basque Pelota,Never
CHA,Alpinism,Never
CHA,Aeronautics,Never
CHA,Cycling Road,Never
CHA,Artistic Gymnastics,Never
CHA,Karate,Never
CHA,Baseball/Softball,Never
CHA,Trampoline Gymnastics,Never
CHA,Marathon Swimming,Never
CHA,Canoe Slalom,Never
CHA,Surfing,Never
CHA,Canoe Sprint,Never
CHA,Cycling BMX Racing,Never
CHA,Equestrian,Never
CHA,Artistic Swimming,Never
CHA,Cycling Track,Never
CHA,Skateboarding,Never
CHA,Cycling Mountain Bike,Never
CHA,3x3 Basketball,Never
CHA,Cycling BMX Freestyle,Never
CHA,Sport Climbing,Never
CHA,"Marathon Swimming, Swimming",Never
CHA,Breaking,Never
CHA,"Cycling Road, Cycling Track",Never
CHA,"Cycling Road, Cycling Mountain Bike",Never
CHA,"Cycling Road, Triathlon",Never
CHA,"3x3 Basketball, Basketball",Never
AZE,Basketball,Never
AZE,Judo,2008.0
AZE,Football,Never
AZE,Tug-Of-War,Never
AZE,Athletics,Never
AZE,Swimming,Never
AZE,Badminton,Never
AZE,Sailing,Never
AZE,Gymnastics,Never
AZE,Art Competitions,Never
AZE,Handball,Never
AZE,Weightlifting,2012.0
AZE,Wrestling,1996.0
AZE,Water Polo,Never
AZE,Hockey,Never
AZE,Rowing,Never
AZE,Fencing,Never
AZE,Equestrianism,Never
AZE,Shooting,2000.0
AZE,Boxing,2000.0
AZE,Taekwondo,2016.0
AZE,Cycling,Never
AZE,Diving,Never
AZE,Canoeing,2016.0
AZE,Tennis,Never
AZE,Modern Pentathlon,Never
AZE,Golf,Never
AZE,Softball,Never
AZE,Archery,Never
AZE,Volleyball,Never
AZE,Synchronized Swimming,Never
AZE,Table Tennis,Never
AZE,Baseball,Never
AZE,Rhythmic Gymnastics,Never
AZE,Rugby Sevens,Never
AZE,Trampolining,Never
AZE,Beach Volleyball,Never
AZE,Triathlon,Never
AZE,Rugby,Never
AZE,Lacrosse,Never
AZE,Polo,Never
AZE,Cricket,Never
AZE,Ice Hockey,Never
AZE,Racquets,Never
AZE,Motorboating,Never
AZE,Croquet,Never
AZE,Figure Skating,Never
AZE,Jeu De Paume,Never
AZE,Roque,Never
AZE,Basque Pelota,Never
AZE,Alpinism,Never
AZE,Aeronautics,Never
AZE,Cycling Road,Never
AZE,Artistic Gymnastics,Never
AZE,Karate,2020.0
AZE,Baseball/Softball,Never
AZE,Trampoline Gymnastics,Never
AZE,Marathon Swimming,Never
AZE,Canoe Slalom,Never
AZE,Surfing,Never
AZE,Canoe Sprint,Never
AZE,Cycling BMX Racing,Never
AZE,Equestrian,Never
AZE,Artistic Swimming,Never
AZE,Cycling Track,Never
AZE,Skateboarding,Never
AZE,Cycling Mountain Bike,Never
AZE,3x3 Basketball,Never
AZE,Cycling BMX Freestyle,Never
AZE,Sport Climbing,Never
AZE,"Marathon Swimming, Swimming",Never
AZE,Breaking,Never
AZE,"Cycling Road, Cycling Track",Never
AZE,"Cycling Road, Cycling Mountain Bike",Never
AZE,"Cycling Road, Triathlon",Never
AZE,"3x3 Basketball, Basketball",Never
SUD,Basketball,Never
SUD,Judo,Never
SUD,Football,Never
SUD,Tug-Of-War,Never
SUD,Athletics,2008.0
SUD,Swimming,Never
SUD,Badminton,Never
SUD,Sailing,Never
SUD,Gymnastics,Never
SUD,Art Competitions,Never
SUD,Handball,Never
SUD,Weightlifting,Never
SUD,Wrestling,Never
SUD,Water Polo,Never
SUD,Hockey,Never
SUD,Rowing,Never
SUD,Fencing,Never
SUD,Equestrianism,Never
SUD,Shooting,Never
SUD,Boxing,Never
SUD,Taekwondo,Never
SUD,Cycling,Never
SUD,Diving,Never
SUD,Canoeing,Never
SUD,Tennis,Never
SUD,Modern Pentathlon,Never
SUD,Golf,Never
SUD,Softball,Never
SUD,Archery,Never
SUD,Volleyball,Never
SUD,Synchronized Swimming,Never
SUD,Table Tennis,Never
SUD,Baseball,Never
SUD,Rhythmic Gymnastics,Never
SUD,Rugby Sevens,Never
SUD,Trampolining,Never
SUD,Beach Volleyball,Never
SUD,Triathlon,Never
SUD,Rugby,Never
SUD,Lacrosse,Never
SUD,Polo,Never
SUD,Cricket,Never
SUD,Ice Hockey,Never
SUD,Racquets,Never
SUD,Motorboating,Never
SUD,Croquet,Never
SUD,Figure Skating,Never
SUD,Jeu De Paume,Never
SUD,Roque,Never
SUD,Basque Pelota,Never
SUD,Alpinism,Never
SUD,Aeronautics,Never
SUD,Cycling Road,Never
SUD,Artistic Gymnastics,Never
SUD,Karate,Never
SUD,Baseball/Softball,Never
SUD,Trampoline Gymnastics,Never
SUD,Marathon Swimming,Never
SUD,Canoe Slalom,Never
SUD,Surfing,Never
SUD,Canoe Sprint,Never
SUD,Cycling BMX Racing,Never
SUD,Equestrian,Never
SUD,Artistic Swimming,Never
SUD,Cycling Track,Never
SUD,Skateboarding,Never
SUD,Cycling Mountain Bike,Never
SUD,3x3 Basketball,Never
SUD,Cycling BMX Freestyle,Never
SUD,Sport Climbing,Never
SUD,"Marathon Swimming, Swimming",Never
SUD,Breaking,Never
SUD,"Cycling Road, Cycling Track",Never
SUD,"Cycling Road, Cycling Mountain Bike",Never
SUD,"Cycling Road, Triathlon",Never
SUD,"3x3 Basketball, Basketball",Never
RUS,Basketball,2004.0
RUS,Judo,2000.0
RUS,Football,Never
RUS,Tug-Of-War,Never
RUS,Athletics,1996.0
RUS,Swimming,1996.0
RUS,Badminton,2012.0
RUS,Sailing,1912.0
RUS,Gymnastics,1996.0
RUS,Art Competitions,Never
RUS,Handball,2000.0
RUS,Weightlifting,1996.0
RUS,Wrestling,1908.0
RUS,Water Polo,2000.0
RUS,Hockey,Never
RUS,Rowing,1912.0
RUS,Fencing,1996.0
RUS,Equestrianism,Never
RUS,Shooting,1912.0
RUS,Boxing,1996.0
RUS,Taekwondo,2000.0
RUS,Cycling,1996.0
RUS,Diving,1996.0
RUS,Canoeing,1996.0
RUS,Tennis,2000.0
RUS,Modern Pentathlon,1996.0
RUS,Golf,Never
RUS,Softball,Never
RUS,Archery,2008.0
RUS,Volleyball,2000.0
RUS,Synchronized Swimming,2000.0
RUS,Table Tennis,Never
RUS,Baseball,Never
RUS,Rhythmic Gymnastics,1996.0
RUS,Rugby Sevens,Never
RUS,Trampolining,2000.0
RUS,Beach Volleyball,Never
RUS,Triathlon,Never
RUS,Rugby,Never
RUS,Lacrosse,Never
RUS,Polo,Never
RUS,Cricket,Never
RUS,Ice Hockey,Never
RUS,Racquets,Never
RUS,Motorboating,Never
RUS,Croquet,Never
RUS,Figure Skating,1908.0
RUS,Jeu De Paume,Never
RUS,Roque,Never
RUS,Basque Pelota,Never
RUS,Alpinism,Never
RUS,Aeronautics,Never
RUS,Cycling Road,Never
RUS,Artistic Gymnastics,Never
RUS,Karate,Never
RUS,Baseball/Softball,Never
RUS,Trampoline Gymnastics,Never
RUS,Marathon Swimming,Never
RUS,Canoe Slalom,Never
RUS,Surfing,Never
RUS,Canoe Sprint,Never
RUS,Cycling BMX Racing,Never
RUS,Equestrian,Never
RUS,Artistic Swimming,Never
RUS,Cycling Track,Never
RUS,Skateboarding,Never
RUS,Cycling Mountain Bike,Never
RUS,3x3 Basketball,Never
RUS,Cycling BMX Freestyle,Never
RUS,Sport Climbing,Never
RUS,"Marathon Swimming, Swimming",Never
RUS,Breaking,Never
RUS,"Cycling Road, Cycling Track",Never
RUS,"Cycling Road, Cycling Mountain Bike",Never
RUS,"Cycling Road, Triathlon",Never
RUS,"3x3 Basketball, Basketball",Never
ARG,Basketball,2004.0
ARG,Judo,2008.0
ARG,Football,1928.0
ARG,Tug-Of-War,Never
ARG,Athletics,1924.0
ARG,Swimming,1928.0
ARG,Badminton,Never
ARG,Sailing,1948.0
ARG,Gymnastics,Never
ARG,Art Competitions,Never
ARG,Handball,Never
ARG,Weightlifting,1952.0
ARG,Wrestling,Never
ARG,Water Polo,Never
ARG,Hockey,2000.0
ARG,Rowing,1936.0
ARG,Fencing,1928.0
ARG,Equestrianism,1964.0
ARG,Shooting,1948.0
ARG,Boxing,1924.0
ARG,Taekwondo,2012.0
ARG,Cycling,2008.0
ARG,Diving,Never
ARG,Canoeing,Never
ARG,Tennis,1988.0
ARG,Modern Pentathlon,Never
ARG,Golf,Never
ARG,Softball,Never
ARG,Archery,Never
ARG,Volleyball,1988.0
ARG,Synchronized Swimming,Never
ARG,Table Tennis,Never
ARG,Baseball,Never
ARG,Rhythmic Gymnastics,Never
ARG,Rugby Sevens,2020.0
ARG,Trampolining,Never
ARG,Beach Volleyball,Never
ARG,Triathlon,Never
ARG,Rugby,Never
ARG,Lacrosse,Never
ARG,Polo,1924.0
ARG,Cricket,Never
ARG,Ice Hockey,Never
ARG,Racquets,Never
ARG,Motorboating,Never
ARG,Croquet,Never
ARG,Figure Skating,Never
ARG,Jeu De Paume,Never
ARG,Roque,Never
ARG,Basque Pelota,Never
ARG,Alpinism,Never
ARG,Aeronautics,Never
ARG,Cycling Road,Never
ARG,Artistic Gymnastics,Never
ARG,Karate,Never
ARG,Baseball/Softball,Never
ARG,Trampoline Gymnastics,Never
ARG,Marathon Swimming,Never
ARG,Canoe Slalom,Never
ARG,Surfing,Never
ARG,Canoe Sprint,Never
ARG,Cycling BMX Racing,Never
ARG,Equestrian,Never
ARG,Artistic Swimming,Never
ARG,Cycling Track,Never
ARG,Skateboarding,Never
ARG,Cycling Mountain Bike,Never
ARG,3x3 Basketball,Never
ARG,Cycling BMX Freestyle,2024.0
ARG,Sport Climbing,Never
ARG,"Marathon Swimming, Swimming",Never
ARG,Breaking,Never
ARG,"Cycling Road, Cycling Track",Never
ARG,"Cycling Road, Cycling Mountain Bike",Never
ARG,"Cycling Road, Triathlon",Never
ARG,"3x3 Basketball, Basketball",Never
CUB,Basketball,1972.0
CUB,Judo,1976.0
CUB,Football,Never
CUB,Tug-Of-War,Never
CUB,Athletics,1964.0
CUB,Swimming,1996.0
CUB,Badminton,Never
CUB,Sailing,1948.0
CUB,Gymnastics,Never
CUB,Art Competitions,Never
CUB,Handball,Never
CUB,Weightlifting,1980.0
CUB,Wrestling,1992.0
CUB,Water Polo,Never
CUB,Hockey,Never
CUB,Rowing,Never
CUB,Fencing,1900.0
CUB,Equestrianism,Never
CUB,Shooting,1980.0
CUB,Boxing,1968.0
CUB,Taekwondo,2000.0
CUB,Cycling,2008.0
CUB,Diving,Never
CUB,Canoeing,2000.0
CUB,Tennis,Never
CUB,Modern Pentathlon,Never
CUB,Golf,Never
CUB,Softball,Never
CUB,Archery,Never
CUB,Volleyball,1976.0
CUB,Synchronized Swimming,Never
CUB,Table Tennis,Never
CUB,Baseball,1992.0
CUB,Rhythmic Gymnastics,Never
CUB,Rugby Sevens,Never
CUB,Trampolining,Never
CUB,Beach Volleyball,Never
CUB,Triathlon,Never
CUB,Rugby,Never
CUB,Lacrosse,Never
CUB,Polo,Never
CUB,Cricket,Never
CUB,Ice Hockey,Never
CUB,Racquets,Never
CUB,Motorboating,Never
CUB,Croquet,Never
CUB,Figure Skating,Never
CUB,Jeu De Paume,Never
CUB,Roque,Never
CUB,Basque Pelota,Never
CUB,Alpinism,Never
CUB,Aeronautics,Never
CUB,Cycling Road,Never
CUB,Artistic Gymnastics,Never
CUB,Karate,Never
CUB,Baseball/Softball,Never
CUB,Trampoline Gymnastics,Never
CUB,Marathon Swimming,Never
CUB,Canoe Slalom,Never
CUB,Surfing,Never
CUB,Canoe Sprint,2020.0
CUB,Cycling BMX Racing,Never
CUB,Equestrian,Never
CUB,Artistic Swimming,Never
CUB,Cycling Track,Never
CUB,Skateboarding,Never
CUB,Cycling Mountain Bike,Never
CUB,3x3 Basketball,Never
CUB,Cycling BMX Freestyle,Never
CUB,Sport Climbing,Never
CUB,"Marathon Swimming, Swimming",Never
CUB,Breaking,Never
CUB,"Cycling Road, Cycling Track",Never
CUB,"Cycling Road, Cycling Mountain Bike",Never
CUB,"Cycling Road, Triathlon",Never
CUB,"3x3 Basketball, Basketball",Never
BLR,Basketball,Never
BLR,Judo,2000.0
BLR,Football,Never
BLR,Tug-Of-War,Never
BLR,Athletics,1996.0
BLR,Swimming,2012.0
BLR,Badminton,Never
BLR,Sailing,Never
BLR,Gymnastics,1996.0
BLR,Art Competitions,Never
BLR,Handball,Never
BLR,Weightlifting,2000.0
BLR,Wrestling,1996.0
BLR,Water Polo,Never
BLR,Hockey,Never
BLR,Rowing,1996.0
BLR,Fencing,Never
BLR,Equestrianism,Never
BLR,Shooting,1996.0
BLR,Boxing,2004.0
BLR,Taekwondo,Never
BLR,Cycling,2004.0
BLR,Diving,Never
BLR,Canoeing,2004.0
BLR,Tennis,2012.0
BLR,Modern Pentathlon,2000.0
BLR,Golf,Never
BLR,Softball,Never
BLR,Archery,Never
BLR,Volleyball,Never
BLR,Synchronized Swimming,Never
BLR,Table Tennis,Never
BLR,Baseball,Never
BLR,Rhythmic Gymnastics,2000.0
BLR,Rugby Sevens,Never
BLR,Trampolining,2016.0
BLR,Beach Volleyball,Never
BLR,Triathlon,Never
BLR,Rugby,Never
BLR,Lacrosse,Never
BLR,Polo,Never
BLR,Cricket,Never
BLR,Ice Hockey,Never
BLR,Racquets,Never
BLR,Motorboating,Never
BLR,Croquet,Never
BLR,Figure Skating,Never
BLR,Jeu De Paume,Never
BLR,Roque,Never
BLR,Basque Pelota,Never
BLR,Alpinism,Never
BLR,Aeronautics,Never
BLR,Cycling Road,Never
BLR,Artistic Gymnastics,Never
BLR,Karate,Never
BLR,Baseball/Softball,Never
BLR,Trampoline Gymnastics,2020.0
BLR,Marathon Swimming,Never
BLR,Canoe Slalom,Never
BLR,Surfing,Never
BLR,Canoe Sprint,2020.0
BLR,Cycling BMX Racing,Never
BLR,Equestrian,Never
BLR,Artistic Swimming,Never
BLR,Cycling Track,Never
BLR,Skateboarding,Never
BLR,Cycling Mountain Bike,Never
BLR,3x3 Basketball,Never
BLR,Cycling BMX Freestyle,Never
BLR,Sport Climbing,Never
BLR,"Marathon Swimming, Swimming",Never
BLR,Breaking,Never
BLR,"Cycling Road, Cycling Track",Never
BLR,"Cycling Road, Cycling Mountain Bike",Never
BLR,"Cycling Road, Triathlon",Never
BLR,"3x3 Basketball, Basketball",Never
GRE,Basketball,Never
GRE,Judo,2004.0
GRE,Football,1906.0
GRE,Tug-Of-War,1906.0
GRE,Athletics,1896.0
GRE,Swimming,1896.0
GRE,Badminton,Never
GRE,Sailing,1960.0
GRE,Gymnastics,1896.0
GRE,Art Competitions,1924.0
GRE,Handball,Never
GRE,Weightlifting,1896.0
GRE,Wrestling,1896.0
GRE,Water Polo,2004.0
GRE,Hockey,Never
GRE,Rowing,1906.0
GRE,Fencing,1896.0
GRE,Equestrianism,Never
GRE,Shooting,1896.0
GRE,Boxing,Never
GRE,Taekwondo,2000.0
GRE,Cycling,1896.0
GRE,Diving,2004.0
GRE,Canoeing,Never
GRE,Tennis,1896.0
GRE,Modern Pentathlon,Never
GRE,Golf,Never
GRE,Softball,Never
GRE,Archery,Never
GRE,Volleyball,Never
GRE,Synchronized Swimming,Never
GRE,Table Tennis,Never
GRE,Baseball,Never
GRE,Rhythmic Gymnastics,2000.0
GRE,Rugby Sevens,Never
GRE,Trampolining,Never
GRE,Beach Volleyball,Never
GRE,Triathlon,Never
GRE,Rugby,Never
GRE,Lacrosse,Never
GRE,Polo,Never
GRE,Cricket,Never
GRE,Ice Hockey,Never
GRE,Racquets,Never
GRE,Motorboating,Never
GRE,Croquet,Never
GRE,Figure Skating,Never
GRE,Jeu De Paume,Never
GRE,Roque,Never
GRE,Basque Pelota,Never
GRE,Alpinism,Never
GRE,Aeronautics,Never
GRE,Cycling Road,Never
GRE,Artistic Gymnastics,2020.0
GRE,Karate,Never
GRE,Baseball/Softball,Never
GRE,Trampoline Gymnastics,Never
GRE,Marathon Swimming,Never
GRE,Canoe Slalom,Never
GRE,Surfing,Never
GRE,Canoe Sprint,Never
GRE,Cycling BMX Racing,Never
GRE,Equestrian,Never
GRE,Artistic Swimming,Never
GRE,Cycling Track,Never
GRE,Skateboarding,Never
GRE,Cycling Mountain Bike,Never
GRE,3x3 Basketball,Never
GRE,Cycling BMX Freestyle,Never
GRE,Sport Climbing,Never
GRE,"Marathon Swimming, Swimming",Never
GRE,Breaking,Never
GRE,"Cycling Road, Cycling Track",Never
GRE,"Cycling Road, Cycling Mountain Bike",Never
GRE,"Cycling Road, Triathlon",Never
GRE,"3x3 Basketball, Basketball",Never
CMR,Basketball,Never
CMR,Judo,Never
CMR,Football,2000.0
CMR,Tug-Of-War,Never
CMR,Athletics,2004.0
CMR,Swimming,Never
CMR,Badminton,Never
CMR,Sailing,Never
CMR,Gymnastics,Never
CMR,Art Competitions,Never
CMR,Handball,Never
CMR,Weightlifting,Never
CMR,Wrestling,Never
CMR,Water Polo,Never
CMR,Hockey,Never
CMR,Rowing,Never
CMR,Fencing,Never
CMR,Equestrianism,Never
CMR,Shooting,Never
CMR,Boxing,1968.0
CMR,Taekwondo,Never
CMR,Cycling,Never
CMR,Diving,Never
CMR,Canoeing,Never
CMR,Tennis,Never
CMR,Modern Pentathlon,Never
CMR,Golf,Never
CMR,Softball,Never
CMR,Archery,Never
CMR,Volleyball,Never
CMR,Synchronized Swimming,Never
CMR,Table Tennis,Never
CMR,Baseball,Never
CMR,Rhythmic Gymnastics,Never
CMR,Rugby Sevens,Never
CMR,Trampolining,Never
CMR,Beach Volleyball,Never
CMR,Triathlon,Never
CMR,Rugby,Never
CMR,Lacrosse,Never
CMR,Polo,Never
CMR,Cricket,Never
CMR,Ice Hockey,Never
CMR,Racquets,Never
CMR,Motorboating,Never
CMR,Croquet,Never
CMR,Figure Skating,Never
CMR,Jeu De Paume,Never
CMR,Roque,Never
CMR,Basque Pelota,Never
CMR,Alpinism,Never
CMR,Aeronautics,Never
CMR,Cycling Road,Never
CMR,Artistic Gymnastics,Never
CMR,Karate,Never
CMR,Baseball/Softball,Never
CMR,Trampoline Gymnastics,Never
CMR,Marathon Swimming,Never
CMR,Canoe Slalom,Never
CMR,Surfing,Never
CMR,Canoe Sprint,Never
CMR,Cycling BMX Racing,Never
CMR,Equestrian,Never
CMR,Artistic Swimming,Never
CMR,Cycling Track,Never
CMR,Skateboarding,Never
CMR,Cycling Mountain Bike,Never
CMR,3x3 Basketball,Never
CMR,Cycling BMX Freestyle,Never
CMR,Sport Climbing,Never
CMR,"Marathon Swimming, Swimming",Never
CMR,Breaking,Never
CMR,"Cycling Road, Cycling Track",Never
CMR,"Cycling Road, Cycling Mountain Bike",Never
CMR,"Cycling Road, Triathlon",Never
CMR,"3x3 Basketball, Basketball",Never
TUR,Basketball,Never
TUR,Judo,1992.0
TUR,Football,Never
TUR,Tug-Of-War,Never
TUR,Athletics,1948.0
TUR,Swimming,Never
TUR,Badminton,Never
TUR,Sailing,Never
TUR,Gymnastics,Never
TUR,Art Competitions,Never
TUR,Handball,Never
TUR,Weightlifting,1988.0
TUR,Wrestling,1936.0
TUR,Water Polo,Never
TUR,Hockey,Never
TUR,Rowing,Never
TUR,Fencing,Never
TUR,Equestrianism,Never
TUR,Shooting,2024.0
TUR,Boxing,1984.0
TUR,Taekwondo,2000.0
TUR,Cycling,Never
TUR,Diving,Never
TUR,Canoeing,Never
TUR,Tennis,Never
TUR,Modern Pentathlon,Never
TUR,Golf,Never
TUR,Softball,Never
TUR,Archery,2020.0
TUR,Volleyball,Never
TUR,Synchronized Swimming,Never
TUR,Table Tennis,Never
TUR,Baseball,Never
TUR,Rhythmic Gymnastics,Never
TUR,Rugby Sevens,Never
TUR,Trampolining,Never
TUR,Beach Volleyball,Never
TUR,Triathlon,Never
TUR,Rugby,Never
TUR,Lacrosse,Never
TUR,Polo,Never
TUR,Cricket,Never
TUR,Ice Hockey,Never
TUR,Racquets,Never
TUR,Motorboating,Never
TUR,Croquet,Never
TUR,Figure Skating,Never
TUR,Jeu De Paume,Never
TUR,Roque,Never
TUR,Basque Pelota,Never
TUR,Alpinism,Never
TUR,Aeronautics,Never
TUR,Cycling Road,Never
TUR,Artistic Gymnastics,2020.0
TUR,Karate,2020.0
TUR,Baseball/Softball,Never
TUR,Trampoline Gymnastics,Never
TUR,Marathon Swimming,Never
TUR,Canoe Slalom,Never
TUR,Surfing,Never
TUR,Canoe Sprint,Never
TUR,Cycling BMX Racing,Never
TUR,Equestrian,Never
TUR,Artistic Swimming,Never
TUR,Cycling Track,Never
TUR,Skateboarding,Never
TUR,Cycling Mountain Bike,Never
TUR,3x3 Basketball,Never
TUR,Cycling BMX Freestyle,Never
TUR,Sport Climbing,Never
TUR,"Marathon Swimming, Swimming",Never
TUR,Breaking,Never
TUR,"Cycling Road, Cycling Track",Never
TUR,"Cycling Road, Cycling Mountain Bike",Never
TUR,"Cycling Road, Triathlon",Never
TUR,"3x3 Basketball, Basketball",Never
CHI,Basketball,Never
CHI,Judo,Never
CHI,Football,2000.0
CHI,Tug-Of-War,Never
CHI,Athletics,1928.0
CHI,Swimming,Never
CHI,Badminton,Never
CHI,Sailing,Never
CHI,Gymnastics,Never
CHI,Art Competitions,Never
CHI,Handball,Never
CHI,Weightlifting,Never
CHI,Wrestling,2024.0
CHI,Water Polo,Never
CHI,Hockey,Never
CHI,Rowing,Never
CHI,Fencing,Never
CHI,Equestrianism,1952.0
CHI,Shooting,1988.0
CHI,Boxing,1956.0
CHI,Taekwondo,Never
CHI,Cycling,Never
CHI,Diving,Never
CHI,Canoeing,Never
CHI,Tennis,2004.0
CHI,Modern Pentathlon,Never
CHI,Golf,Never
CHI,Softball,Never
CHI,Archery,Never
CHI,Volleyball,Never
CHI,Synchronized Swimming,Never
CHI,Table Tennis,Never
CHI,Baseball,Never
CHI,Rhythmic Gymnastics,Never
CHI,Rugby Sevens,Never
CHI,Trampolining,Never
CHI,Beach Volleyball,Never
CHI,Triathlon,Never
CHI,Rugby,Never
CHI,Lacrosse,Never
CHI,Polo,Never
CHI,Cricket,Never
CHI,Ice Hockey,Never
CHI,Racquets,Never
CHI,Motorboating,Never
CHI,Croquet,Never
CHI,Figure Skating,Never
CHI,Jeu De Paume,Never
CHI,Roque,Never
CHI,Basque Pelota,Never
CHI,Alpinism,Never
CHI,Aeronautics,Never
CHI,Cycling Road,Never
CHI,Artistic Gymnastics,Never
CHI,Karate,Never
CHI,Baseball/Softball,Never
CHI,Trampoline Gymnastics,Never
CHI,Marathon Swimming,Never
CHI,Canoe Slalom,Never
CHI,Surfing,Never
CHI,Canoe Sprint,Never
CHI,Cycling BMX Racing,Never
CHI,Equestrian,Never
CHI,Artistic Swimming,Never
CHI,Cycling Track,Never
CHI,Skateboarding,Never
CHI,Cycling Mountain Bike,Never
CHI,3x3 Basketball,Never
CHI,Cycling BMX Freestyle,Never
CHI,Sport Climbing,Never
CHI,"Marathon Swimming, Swimming",Never
CHI,Breaking,Never
CHI,"Cycling Road, Cycling Track",Never
CHI,"Cycling Road, Cycling Mountain Bike",Never
CHI,"Cycling Road, Triathlon",Never
CHI,"3x3 Basketball, Basketball",Never
